,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
10,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
11,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
12,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
13,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
14,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
15,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
16,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
17,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
18,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
19,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
20,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
21,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
22,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
23,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
24,576.0,1008.0,1440.0,1872.0,2304.0,2736.0,3168.0,3600.0,4032.0,4464.0,4896.0,5328.0,5760.0,6192.0,6624.0,7056.0,7488.0,7920.0,8352.0,8784.0,9216.0,9648.0,10080.0,10512.0,10944.0
